S,K,r,q,sigma,T,Call,Put,Forward,S2
115,110,0.1,0.05,0.42,1.5,26.97823742,14.96561389,123.9566774,13225
115,110,0.1,0.05,0.42,1.6,27.70550826,15.28294521,124.5780128,13225
115,110,0.1,0.05,0.42,1.7,28.40003326,15.57425038,125.2024627,13225
115,110,0.1,0.05,0.42,1.8,29.06418495,15.8418219,125.8300426,13225
115,110,0.1,0.05,0.42,1.9,29.70003558,16.08765285,126.4607683,13225
115,110,0.1,0.05,0.42,2.0,30.30941012,16.31348988,127.0946556,13225
115,110,0.1,0.05,0.44,0.1,9.340314332,3.819360937,115.5764399,13225
115,110,0.1,0.05,0.44,0.4,15.9231495,8.887140381,117.3231541,13225
115,110,0.1,0.05,0.44,0.6,18.90543564,10.89829798,118.5022714,13225
115,110,0.1,0.05,0.44,1.0,23.52985774,13.67058991,120.8961761,13225
115,110,0.1,0.05,0.44,1.3,26.29251599,15.1202551,122.7232878,13225
115,110,0.1,0.05,0.44,1.4,27.1178787,15.52199531,123.3384408,13225
115,110,0.1,0.05,0.44,1.5,27.90279962,15.8901761,123.9566774,13225
115,110,0.1,0.05,0.44,1.6,28.65063997,16.22807692,124.5780128,13225
115,110,0.1,0.05,0.44,1.7,29.36427796,16.53849508,125.2024627,13225
115,110,0.1,0.05,0.44,1.8,30.04620425,16.8238412,125.8300426,13225
115,110,0.1,0.05,0.44,1.9,30.69859418,17.08621145,126.4607683,13225
115,110,0.1,0.05,0.44,2.0,31.32336342,17.32744318,127.0946556,13225
115,110,0.1,0.05,0.46,0.0,5.0,0.0,115.0,13225
115,110,0.1,0.05,0.46,0.2,12.4124715,6.378594683,116.1557692,13225
115,110,0.1,0.05,0.46,0.3,14.60260376,8.063739394,116.7380024,13225
115,110,0.1,0.05,0.46,0.4,16.45458042,9.418571295,117.3231541,13225
115,110,0.1,0.05,0.46,0.5,18.08212354,10.55672036,117.9112389,13225
115,110,0.1,0.05,0.46,0.6,19.54518403,11.53804636,118.5022714,13225
115,110,0.1,0.05,0.46,1.0,24.32390656,14.46463873,120.8961761,13225
115,110,0.1,0.05,0.46,1.3,27.17039238,15.99813149,122.7232878,13225
115,110,0.1,0.05,0.46,1.4,28.01948573,16.42360233,123.3384408,13225
115,110,0.1,0.05,0.46,1.5,28.82638052,16.813757,123.9566774,13225
115,110,0.1,0.05,0.46,1.6,29.5945981,17.17203505,124.5780128,13225
115,110,0.1,0.05,0.46,1.7,30.32715368,17.5013708,125.2024627,13225
115,110,0.1,0.05,0.46,1.8,31.0266564,17.80429335,125.8300426,13225
115,110,0.1,0.05,0.46,1.9,31.69538503,18.0830023,126.4607683,13225
115,110,0.1,0.05,0.46,2.0,32.33534621,18.33942597,127.0946556,13225
115,110,0.1,0.05,0.48,0.0,5.0,0.0,115.0,13225
115,110,0.1,0.05,0.48,0.1,9.870547579,4.349594184,115.5764399,13225
115,110,0.1,0.05,0.48,0.3,15.06668011,8.527815749,116.7380024,13225
115,110,0.1,0.05,0.48,0.5,18.67191695,11.14651376,117.9112389,13225
115,110,0.1,0.05,0.48,0.6,20.18526635,12.17812869,118.5022714,13225
115,110,0.1,0.05,0.48,0.7,21.56475177,13.08344909,119.0962665,13225
115,110,0.1,0.05,0.48,0.8,22.83556906,13.88758166,119.693239,13225
115,110,0.1,0.05,0.48,1.0,25.11758746,15.25831963,120.8961761,13225
115,110,0.1,0.05,0.48,1.1,26.15192513,15.847888,121.5021707,13225
115,110,0.1,0.05,0.48,1.3,28.04730986,16.87504897,122.7232878,13225
115,110,0.1,0.05,0.48,1.4,28.91992702,17.32404362,123.3384408,13225
115,110,0.1,0.05,0.48,1.5,29.74858476,17.73596123,123.9566774,13225
115,110,0.1,0.05,0.48,1.6,30.53696496,18.11440191,124.5780128,13225
115,110,0.1,0.05,0.48,1.7,31.28822028,18.4624374,125.2024627,13225
115,110,0.1,0.05,0.48,1.8,32.00507872,18.78271567,125.8300426,13225
115,110,0.1,0.05,0.48,1.9,32.68992281,19.07754008,126.4607683,13225
115,110,0.1,0.05,0.48,2.0,33.34485055,19.34893031,127.0946556,13225
115,110,0.1,0.05,0.5,0.0,5.0,0.0,115.0,13225
115,110,0.1,0.05,0.5,0.2,13.17370298,7.139826164,116.1557692,13225
115,110,0.1,0.05,0.5,0.4,17.51922791,10.48321879,117.3231541,13225
115,110,0.1,0.05,0.5,0.5,19.26203344,11.73663025,117.9112389,13225
115,110,0.1,0.05,0.5,0.6,20.82549823,12.81836057,118.5022714,13225
115,110,0.1,0.05,0.5,1.2,27.9767751,17.23510177,122.1112029,13225
115,110,0.1,0.05,0.5,1.3,28.92295625,17.75069536,122.7232878,13225
115,110,0.1,0.05,0.5,1.4,29.81887039,18.222987,123.3384408,13225
115,110,0.1,0.05,0.5,1.5,30.66905994,18.65643642,123.9566774,13225
115,110,0.1,0.05,0.5,1.6,31.47736783,19.05480478,124.5780128,13225
115,110,0.1,0.05,0.5,1.7,32.24708459,19.42130171,125.2024627,13225
115,110,0.1,0.05,0.5,1.8,32.98105751,19.75869445,125.8300426,13225
115,110,0.1,0.05,0.5,1.9,33.6817733,20.06939057,126.4607683,13225
115,110,0.1,0.05,0.5,2.0,34.35142168,20.35550144,127.0946556,13225
115,115,0.1,0.05,0.1,0.3,3.391563983,1.704927286,116.7380024,13225
115,115,0.1,0.05,0.1,0.4,4.071111671,1.839049743,117.3231541,13225
115,115,0.1,0.05,0.1,0.5,4.70207643,1.932820364,117.9112389,13225
115,115,0.1,0.05,0.1,0.8,6.409975032,2.077569364,119.693239,13225
115,115,0.1,0.05,0.1,1.1,7.937662408,2.112795952,121.5021707,13225
115,115,0.1,0.05,0.1,1.3,8.885510308,2.103726575,122.7232878,13225
115,115,0.1,0.05,0.1,1.4,9.341826422,2.092734204,123.3384408,13225
115,115,0.1,0.05,0.1,1.5,9.787488172,2.078404533,123.9566774,13225
115,115,0.1,0.05,0.1,1.6,10.22314146,2.06129736,124.5780128,13225
115,115,0.1,0.05,0.1,1.7,10.64933396,2.041875163,125.2024627,13225
115,115,0.1,0.05,0.1,1.8,11.06653555,2.020523557,125.8300426,13225
115,115,0.1,0.05,0.1,1.9,11.47515369,1.997566625,126.4607683,13225
115,115,0.1,0.05,0.1,2.0,11.87554508,1.973278608,127.0946556,13225
115,115,0.1,0.05,0.12,0.1,2.028182154,1.457477928,115.5764399,13225
115,115,0.1,0.05,0.12,0.2,3.033588347,1.900704896,116.1557692,13225
115,115,0.1,0.05,0.12,0.3,3.867622002,2.180985305,116.7380024,13225
115,115,0.1,0.05,0.12,0.5,5.294857563,2.525601497,117.9112389,13225
115,115,0.1,0.05,0.12,0.6,5.935255646,2.63694065,118.5022714,13225
115,115,0.1,0.05,0.12,0.7,6.541658195,2.722324615,119.0962665,13225
115,115,0.1,0.05,0.12,0.8,7.120244821,2.787839153,119.693239,13225
115,115,0.1,0.05,0.12,0.9,7.675308083,2.837683979,120.2932039,13225
115,115,0.1,0.05,0.12,1.3,9.712769898,2.930986165,122.7232878,13225
115,115,0.1,0.05,0.12,1.4,10.18495543,2.935863211,123.3384408,13225
115,115,0.1,0.05,0.12,1.5,10.64459712,2.935513481,123.9566774,13225
115,115,0.1,0.05,0.12,1.6,11.09252474,2.93068064,124.5780128,13225
115,115,0.1,0.05,0.12,1.7,11.52944436,2.921985563,125.2024627,13225
115,115,0.1,0.05,0.12,1.8,11.95596366,2.909951669,125.8300426,13225
115,115,0.1,0.05,0.12,1.9,12.37261102,2.895023963,126.4607683,13225
115,115,0.1,0.05,0.12,2.0,12.77985007,2.877583603,127.0946556,13225
115,115,0.1,0.05,0.14,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.14,0.1,2.313979045,1.743274819,115.5764399,13225
115,115,0.1,0.05,0.14,0.3,4.347861486,2.66122479,116.7380024,13225
115,115,0.1,0.05,0.14,0.7,7.232101292,3.412767711,119.0962665,13225
115,115,0.1,0.05,0.14,0.8,7.847262084,3.514856416,119.693239,13225
115,115,0.1,0.05,0.14,1.1,9.541238898,3.716372443,121.5021707,13225
115,115,0.1,0.05,0.14,1.3,10.57193851,3.790154774,122.7232878,13225
115,115,0.1,0.05,0.14,1.4,11.06315391,3.814061692,123.3384408,13225
115,115,0.1,0.05,0.14,1.5,11.53995449,3.830870849,123.9566774,13225
115,115,0.1,0.05,0.14,1.6,12.00334582,3.841501718,124.5780128,13225
115,115,0.1,0.05,0.14,1.7,12.45418516,3.846726366,125.2024627,13225
115,115,0.1,0.05,0.14,1.8,12.89321155,3.847199557,125.8300426,13225
115,115,0.1,0.05,0.14,1.9,13.32106848,3.843481423,126.4607683,13225
115,115,0.1,0.05,0.14,2.0,13.73832128,3.836054813,127.0946556,13225
115,115,0.1,0.05,0.16,0.1,2.600287969,2.029583743,115.5764399,13225
115,115,0.1,0.05,0.16,0.3,4.830686427,3.144049731,116.7380024,13225
115,115,0.1,0.05,0.16,0.5,6.503227641,3.733971575,117.9112389,13225
115,115,0.1,0.05,0.16,0.7,7.931246408,4.111912828,119.0962665,13225
115,115,0.1,0.05,0.16,0.8,8.584759993,4.252354325,119.693239,13225
115,115,0.1,0.05,0.16,1.0,9.801355149,4.466274405,120.8961761,13225
115,115,0.1,0.05,0.16,1.1,10.37205528,4.547188826,121.5021707,13225
115,115,0.1,0.05,0.16,1.2,10.92135675,4.614285606,122.1112029,13225
115,115,0.1,0.05,0.16,1.3,11.45131737,4.669533635,122.7232878,13225
115,115,0.1,0.05,0.16,1.4,11.96361778,4.714525558,123.3384408,13225
115,115,0.1,0.05,0.16,1.5,12.45965388,4.750570245,123.9566774,13225
115,115,0.1,0.05,0.16,1.6,12.94060205,4.778757946,124.5780128,13225
115,115,0.1,0.05,0.16,1.7,13.40746619,4.800007391,125.2024627,13225
115,115,0.1,0.05,0.16,1.8,13.86111259,4.8151006,125.8300426,13225
115,115,0.1,0.05,0.16,1.9,14.30229617,4.824709113,126.4607683,13225
115,115,0.1,0.05,0.16,2.0,14.73168057,4.829414096,127.0946556,13225
115,115,0.1,0.05,0.18,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.18,0.3,5.315194437,3.628557741,116.7380024,13225
115,115,0.1,0.05,0.18,0.7,8.636090465,4.816756885,119.0962665,13225
115,115,0.1,0.05,0.18,0.8,9.329131974,4.996726306,119.693239,13225
115,115,0.1,0.05,0.18,1.1,11.21353676,5.388670307,121.5021707,13225
115,115,0.1,0.05,0.18,1.3,12.3440516,5.562267863,122.7232878,13225
115,115,0.1,0.05,0.18,1.4,12.87881716,5.629724946,123.3384408,13225
115,115,0.1,0.05,0.18,1.5,13.39548732,5.68640368,123.9566774,13225
115,115,0.1,0.05,0.18,1.6,13.89540593,5.733561827,124.5780128,13225
115,115,0.1,0.05,0.18,1.7,14.37972062,5.772261827,125.2024627,13225
115,115,0.1,0.05,0.18,1.8,14.84942226,5.803410271,125.8300426,13225
115,115,0.1,0.05,0.18,1.9,15.30537473,5.827787666,126.4607683,13225
115,115,0.1,0.05,0.18,2.0,15.74833773,5.846071262,127.0946556,13225
115,115,0.1,0.05,0.2,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.2,0.3,5.800834604,4.114197907,116.7380024,13225
115,115,0.1,0.05,0.2,0.5,7.726442053,4.957185987,117.9112389,13225
115,115,0.1,0.05,0.2,0.6,8.564458309,5.266143313,118.5022714,13225
115,115,0.1,0.05,0.2,0.8,10.07815076,5.745745092,119.693239,13225
115,115,0.1,0.05,0.2,0.9,10.77206753,5.934443423,120.2932039,13225
115,115,0.1,0.05,0.2,1.0,11.43203799,6.096957243,120.8961761,13225
115,115,0.1,0.05,0.2,1.1,12.06224904,6.23738258,121.5021707,13225
115,115,0.1,0.05,0.2,1.3,13.24585839,6.464074661,122.7232878,13225
115,115,0.1,0.05,0.2,1.4,13.80403653,6.554944308,123.3384408,13225
115,115,0.1,0.05,0.2,1.5,14.34230248,6.633218845,123.9566774,13225
115,115,0.1,0.05,0.2,1.6,14.86216546,6.70032136,124.5780128,13225
115,115,0.1,0.05,0.2,1.7,15.36491482,6.757456019,125.2024627,13225
115,115,0.1,0.05,0.2,1.8,15.85166418,6.805652182,125.8300426,13225
115,115,0.1,0.05,0.2,1.9,16.32338474,6.845797675,126.4607683,13225
115,115,0.1,0.05,0.2,2.0,16.78093079,6.878664317,127.0946556,13225
115,115,0.1,0.05,0.22,0.1,3.460810363,2.890106137,115.5764399,13225
115,115,0.1,0.05,0.22,0.2,5.034256926,3.901373476,116.1557692,13225
115,115,0.1,0.05,0.22,0.6,9.230237379,5.931922383,118.5022714,13225
115,115,0.1,0.05,0.22,0.8,10.8303596,6.497953931,119.693239,13225
115,115,0.1,0.05,0.22,1.2,13.54796603,7.240894892,122.1112029,13225
115,115,0.1,0.05,0.22,1.3,14.15391422,7.372130488,122.7232878,13225
115,115,0.1,0.05,0.22,1.4,14.73616205,7.487069829,123.3384408,13225
115,115,0.1,0.05,0.22,1.5,15.2966917,7.587608065,123.9566774,13225
115,115,0.1,0.05,0.22,1.6,15.83717622,7.67533212,124.5780128,13225
115,115,0.1,0.05,0.22,1.7,16.35904534,7.751586538,125.2024627,13225
115,115,0.1,0.05,0.22,1.8,16.86353421,7.817522213,125.8300426,13225
115,115,0.1,0.05,0.22,1.9,17.35172022,7.874133163,126.4607683,13225
115,115,0.1,0.05,0.22,2.0,17.82455121,7.922284742,127.0946556,13225
115,115,0.1,0.05,0.24,0.1,3.747931508,3.177227282,115.5764399,13225
115,115,0.1,0.05,0.24,0.5,8.956413028,6.187156962,117.9112389,13225
115,115,0.1,0.05,0.24,0.7,10.76926135,6.949927766,119.0962665,13225
115,115,0.1,0.05,0.24,0.8,11.58475875,7.252353078,119.693239,13225
115,115,0.1,0.05,0.24,1.2,14.43380757,8.126736433,122.1112029,13225
115,115,0.1,0.05,0.24,1.3,15.06627038,8.284486649,122.7232878,13225
115,115,0.1,0.05,0.24,1.4,15.67304226,8.423950045,123.3384408,13225
115,115,0.1,0.05,0.24,1.5,16.2562978,8.547214165,123.9566774,13225
115,115,0.1,0.05,0.24,1.6,16.81787286,8.656028755,124.5780128,13225
115,115,0.1,0.05,0.24,1.7,17.35933661,8.751877814,125.2024627,13225
115,115,0.1,0.05,0.24,1.8,17.88204492,8.83603293,125.8300426,13225
115,115,0.1,0.05,0.24,1.9,18.3871806,8.909593538,126.4607683,13225
115,115,0.1,0.05,0.24,2.0,18.87578429,8.973517819,127.0946556,13225
115,115,0.1,0.05,0.26,0.2,5.838048638,4.705165187,116.1557692,13225
115,115,0.1,0.05,0.26,0.3,7.261497335,5.574860638,116.7380024,13225
115,115,0.1,0.05,0.26,0.4,8.483261054,6.251199126,117.3231541,13225
115,115,0.1,0.05,0.26,0.6,10.56568086,7.267365866,118.5022714,13225
115,115,0.1,0.05,0.26,0.8,12.34063314,8.008227475,119.693239,13225
115,115,0.1,0.05,0.26,1.2,15.32224873,9.015177588,122.1112029,13225
115,115,0.1,0.05,0.26,1.3,15.98152742,9.199743684,122.7232878,13225
115,115,0.1,0.05,0.26,1.4,16.61313083,9.364038616,123.3384408,13225
115,115,0.1,0.05,0.26,1.5,17.21942521,9.510341572,123.9566774,13225
115,115,0.1,0.05,0.26,1.6,17.80240854,9.64056444,124.5780128,13225
115,115,0.1,0.05,0.26,1.7,18.36378885,9.756330053,125.2024627,13225
115,115,0.1,0.05,0.26,1.8,18.90504212,9.859030128,125.8300426,13225
115,115,0.1,0.05,0.26,1.9,19.42745606,9.949869001,126.4607683,13225
115,115,0.1,0.05,0.26,2.0,19.93216367,10.0298972,127.0946556,13225
115,115,0.1,0.05,0.28,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.28,0.1,4.32235891,3.751654684,115.5764399,13225
115,115,0.1,0.05,0.28,0.4,9.040539888,6.80847796,117.3231541,13225
115,115,0.1,0.05,0.28,0.6,11.23451819,7.936203199,118.5022714,13225
115,115,0.1,0.05,0.28,1.1,15.49334103,9.668474579,121.5021707,13225
115,115,0.1,0.05,0.28,1.2,16.21235631,9.905285173,122.1112029,13225
115,115,0.1,0.05,0.28,1.3,16.89864437,10.11686064,122.7232878,13225
115,115,0.1,0.05,0.28,1.4,17.55527689,10.30618467,123.3384408,13225
115,115,0.1,0.05,0.28,1.5,18.18481125,10.47572761,123.9566774,13225
115,115,0.1,0.05,0.28,1.6,18.78940716,10.62756306,124.5780128,13225
115,115,0.1,0.05,0.28,1.7,19.37091109,10.76345229,125.2024627,13225
115,115,0.1,0.05,0.28,1.8,19.93091878,10.88490679,125.8300426,13225
115,115,0.1,0.05,0.28,1.9,20.47082251,10.99323545,126.4607683,13225
115,115,0.1,0.05,0.28,2.0,20.99184733,11.08958086,127.0946556,13225
115,115,0.1,0.05,0.3,0.1,4.609620585,4.038916359,115.5764399,13225
115,115,0.1,0.05,0.3,0.2,6.642359338,5.509475887,116.1557692,13225
115,115,0.1,0.05,0.3,1.0,15.56776654,10.2326858,120.8961761,13225
115,115,0.1,0.05,0.3,1.2,17.10341432,10.79634318,122.1112029,13225
115,115,0.1,0.05,0.3,1.3,17.81682224,11.0350385,122.7232878,13225
115,115,0.1,0.05,0.3,1.4,18.49859668,11.24950446,123.3384408,13225
115,115,0.1,0.05,0.3,1.5,19.15148594,11.4424023,123.9566774,13225
115,115,0.1,0.05,0.3,1.6,19.77781118,11.61596707,124.5780128,13225
115,115,0.1,0.05,0.3,1.7,20.37955706,11.77209826,125.2024627,13225
115,115,0.1,0.05,0.3,1.8,20.95843891,11.91242691,125.8300426,13225
115,115,0.1,0.05,0.3,1.9,21.51595338,12.03836632,126.4607683,13225
115,115,0.1,0.05,0.3,2.0,22.05341739,12.15115092,127.0946556,13225
115,115,0.1,0.05,0.32,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.32,0.2,7.044579422,5.911695972,116.1557692,13225
115,115,0.1,0.05,0.32,0.3,8.724402473,7.037765777,116.7380024,13225
115,115,0.1,0.05,0.32,0.7,13.63013743,9.810803848,119.0962665,13225
115,115,0.1,0.05,0.32,0.8,14.61238659,10.27998092,119.693239,13225
115,115,0.1,0.05,0.32,0.9,15.53201117,10.69438706,120.2932039,13225
115,115,0.1,0.05,0.32,1.0,16.39798459,11.06290385,120.8961761,13225
115,115,0.1,0.05,0.32,1.3,18.73543003,11.95364629,122.7232878,13225
115,115,0.1,0.05,0.32,1.4,19.44239216,12.19329994,123.3384408,13225
115,115,0.1,0.05,0.32,1.5,20.11868292,12.40959928,123.9566774,13225
115,115,0.1,0.05,0.32,1.6,20.76678482,12.60494072,124.5780128,13225
115,115,0.1,0.05,0.32,1.7,21.38882067,12.78136187,125.2024627,13225
115,115,0.1,0.05,0.32,1.8,21.98662526,12.94061326,125.8300426,13225
115,115,0.1,0.05,0.32,1.9,22.56179955,13.08421249,126.4607683,13225
115,115,0.1,0.05,0.32,2.0,23.11575225,13.21348578,127.0946556,13225
115,115,0.1,0.05,0.34,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.34,0.2,7.446794026,6.313910575,116.1557692,13225
115,115,0.1,0.05,0.34,0.4,10.71311666,8.481054732,117.3231541,13225
115,115,0.1,0.05,0.34,0.8,15.36992147,11.0375158,119.693239,13225
115,115,0.1,0.05,0.34,0.9,16.32749501,11.48987091,120.2932039,13225
115,115,0.1,0.05,0.34,1.0,17.22814607,11.89306532,120.8961761,13225
115,115,0.1,0.05,0.34,1.3,19.65395645,12.87217272,122.7232878,13225
115,115,0.1,0.05,0.34,1.4,20.38609762,13.1370054,123.3384408,13225
115,115,0.1,0.05,0.34,1.5,21.08578105,13.37669742,123.9566774,13225
115,115,0.1,0.05,0.34,1.6,21.75565066,13.59380656,124.5780128,13225
115,115,0.1,0.05,0.34,1.7,22.39796739,13.79050859,125.2024627,13225
115,115,0.1,0.05,0.34,1.8,23.01468552,13.96867352,125.8300426,13225
115,115,0.1,0.05,0.34,1.9,23.60751033,14.12992327,126.4607683,13225
115,115,0.1,0.05,0.34,2.0,24.17794236,14.27567589,127.0946556,13225
115,115,0.1,0.05,0.36,0.1,5.471420566,4.90071634,115.5764399,13225
115,115,0.1,0.05,0.36,0.4,11.27056446,9.038502534,117.3231541,13225
115,115,0.1,0.05,0.36,0.7,15.0614017,11.24206812,119.0962665,13225
115,115,0.1,0.05,0.36,0.8,16.12719978,11.79479411,119.693239,13225
115,115,0.1,0.05,0.36,1.0,18.0579561,12.72287536,120.8961761,13225
115,115,0.1,0.05,0.36,1.2,19.77714514,13.470074,122.1112029,13225
115,115,0.1,0.05,0.36,1.3,20.57197741,13.79019367,122.7232878,13225
115,115,0.1,0.05,0.36,1.4,21.32924381,14.08015159,123.3384408,13225
115,115,0.1,0.05,0.36,1.5,22.05226513,14.3431815,123.9566774,13225
115,115,0.1,0.05,0.36,1.6,22.74384679,14.58200268,124.5780128,13225
115,115,0.1,0.05,0.36,1.7,23.40638795,14.79892916,125.2024627,13225
115,115,0.1,0.05,0.36,1.8,24.04196252,14.99595053,125.8300426,13225
115,115,0.1,0.05,0.36,1.9,24.65238017,15.17479311,126.4607683,13225
115,115,0.1,0.05,0.36,2.0,25.23923333,15.33696686,127.0946556,13225
115,115,0.1,0.05,0.38,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.38,0.1,5.758657639,5.187953413,115.5764399,13225
115,115,0.1,0.05,0.38,0.4,11.82785063,9.5957887,117.3231541,13225
115,115,0.1,0.05,0.38,0.8,16.884039,12.55163333,119.693239,13225
115,115,0.1,0.05,0.38,1.1,19.80168007,13.97681362,121.5021707,13225
115,115,0.1,0.05,0.38,1.3,21.48913355,14.70734981,122.7232878,13225
115,115,0.1,0.05,0.38,1.4,22.27143321,15.02234099,123.3384408,13225
115,115,0.1,0.05,0.38,1.5,23.01769876,15.30861512,123.9566774,13225
115,115,0.1,0.05,0.38,1.6,23.7308973,15.56905319,124.5780128,13225
115,115,0.1,0.05,0.38,1.7,24.41356644,15.80610765,125.2024627,13225
115,115,0.1,0.05,0.38,1.8,25.06789984,16.02188785,125.8300426,13225
115,115,0.1,0.05,0.38,1.9,25.69581174,16.21822468,126.4607683,13225
115,115,0.1,0.05,0.38,2.0,26.2989866,16.39672013,127.0946556,13225
115,115,0.1,0.05,0.4,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.4,0.7,16.49123423,12.67190065,119.0962665,13225
115,115,0.1,0.05,0.4,0.9,18.71129486,13.87367075,120.2932039,13225
115,115,0.1,0.05,0.4,1.3,22.40511456,15.62333082,122.7232878,13225
115,115,0.1,0.05,0.4,1.4,23.21232261,15.96323039,123.3384408,13225
115,115,0.1,0.05,0.4,1.5,23.98170523,16.2726216,123.9566774,13225
115,115,0.1,0.05,0.4,1.6,24.71639151,16.5545474,124.5780128,13225
115,115,0.1,0.05,0.4,1.7,25.41905773,16.81159893,125.2024627,13225
115,115,0.1,0.05,0.4,1.8,26.09201754,17.04600554,125.8300426,13225
115,115,0.1,0.05,0.4,1.9,26.73728994,17.25970288,126.4607683,13225
115,115,0.1,0.05,0.4,2.0,27.35665164,17.45438517,127.0946556,13225
115,115,0.1,0.05,0.42,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.42,0.1,6.333040185,5.762335959,115.5764399,13225
115,115,0.1,0.05,0.42,0.2,9.055084804,7.922201353,116.1557692,13225
115,115,0.1,0.05,0.42,0.3,11.16188801,9.475251314,116.7380024,13225
115,115,0.1,0.05,0.42,0.6,15.91677697,12.61846197,118.5022714,13225
115,115,0.1,0.05,0.42,1.1,21.5205027,15.69563625,121.5021707,13225
115,115,0.1,0.05,0.42,1.3,23.31964782,16.53786408,122.7232878,13225
115,115,0.1,0.05,0.42,1.4,24.15161059,16.90251838,123.3384408,13225
115,115,0.1,0.05,0.42,1.5,24.94395387,17.23487023,123.9566774,13225
115,115,0.1,0.05,0.42,1.6,25.69996901,17.53812491,124.5780128,13225
115,115,0.1,0.05,0.42,1.7,26.42247133,17.81501253,125.2024627,13225
115,115,0.1,0.05,0.42,1.8,27.11389471,18.06788272,125.8300426,13225
115,115,0.1,0.05,0.42,1.9,27.77636321,18.29877615,126.4607683,13225
115,115,0.1,0.05,0.42,2.0,28.41174598,18.50947951,127.0946556,13225
115,115,0.1,0.05,0.44,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.44,0.1,6.620173107,6.049468881,115.5764399,13225
115,115,0.1,0.05,0.44,0.5,15.12290741,12.35365135,117.9112389,13225
115,115,0.1,0.05,0.44,0.7,17.91864507,14.09931149,119.0962665,13225
115,115,0.1,0.05,0.44,0.8,19.15043445,14.81802878,119.693239,13225
115,115,0.1,0.05,0.44,0.9,20.29645548,15.45883137,120.2932039,13225
115,115,0.1,0.05,0.44,1.3,24.23249018,17.45070645,122.7232878,13225
115,115,0.1,0.05,0.44,1.4,25.08902846,17.83993624,123.3384408,13225
115,115,0.1,0.05,0.44,1.5,25.90414997,18.19506633,123.9566774,13225
115,115,0.1,0.05,0.44,1.6,26.68130879,18.51946468,124.5780128,13225
115,115,0.1,0.05,0.44,1.7,27.42345956,18.81600076,125.2024627,13225
115,115,0.1,0.05,0.44,1.8,28.13315679,19.08714479,125.8300426,13225
115,115,0.1,0.05,0.44,1.9,28.81262984,19.33504278,126.4607683,13225
115,115,0.1,0.05,0.44,2.0,29.46384064,19.56157417,127.0946556,13225
115,115,0.1,0.05,0.46,0.2,9.85861662,8.725733169,116.1557692,13225
115,115,0.1,0.05,0.46,0.4,14.05431028,11.82224835,117.3231541,13225
115,115,0.1,0.05,0.46,0.6,17.25092529,13.95261029,118.5022714,13225
115,115,0.1,0.05,0.46,0.7,18.6311905,14.81185692,119.0962665,13225
115,115,0.1,0.05,0.46,1.1,23.23396845,17.409102,121.5021707,13225
115,115,0.1,0.05,0.46,1.3,25.14342184,18.36163811,122.7232878,13225
115,115,0.1,0.05,0.46,1.4,26.02433343,18.77524121,123.3384408,13225
115,115,0.1,0.05,0.46,1.5,26.86202743,19.15294379,123.9566774,13225
115,115,0.1,0.05,0.46,1.6,27.66012109,19.49827699,124.5780128,13225
115,115,0.1,0.05,0.46,1.7,28.42170881,19.81425001,125.2024627,13225
115,115,0.1,0.05,0.46,1.8,29.14946607,20.10345407,125.8300426,13225
115,115,0.1,0.05,0.46,1.9,29.8457279,20.36814084,126.4607683,13225
115,115,0.1,0.05,0.46,2.0,30.51254929,20.61028282,127.0946556,13225
115,115,0.1,0.05,0.48,0.0,0.0,0.0,115.0,13225
115,115,0.1,0.05,0.48,0.2,10.26017436,9.127290911,116.1557692,13225
115,115,0.1,0.05,0.48,0.4,14.61003294,12.37797101,117.3231541,13225
115,115,0.1,0.05,0.48,0.5,16.35270759,13.58345153,117.9112389,13225
115,115,0.1,0.05,0.48,1.0,23.01742805,17.6823473,120.8961761,13225
115,115,0.1,0.05,0.48,1.2,25.09768415,18.79061301,122.1112029,13225
115,115,0.1,0.05,0.48,1.3,26.05224177,19.27045804,122.7232878,13225
115,115,0.1,0.05,0.48,1.4,26.95730359,19.70821137,123.3384408,13225
115,115,0.1,0.05,0.48,1.5,27.81734317,20.10825953,123.9566774,13225
115,115,0.1,0.05,0.48,1.6,28.63614142,20.47429732,124.5780128,13225
115,115,0.1,0.05,0.48,1.7,29.41693296,20.80947416,125.2024627,13225
115,115,0.1,0.05,0.48,1.8,30.16251464,21.11650265,125.8300426,13225
115,115,0.1,0.05,0.48,1.9,30.87532757,21.39774051,126.4607683,13225
115,115,0.1,0.05,0.48,2.0,31.55752012,21.65525365,127.0946556,13225
115,115,0.1,0.05,0.5,0.5,16.96673516,14.19747909,117.9112389,13225
115,115,0.1,0.05,0.5,0.6,18.58222317,15.28390818,118.5022714,13225
115,115,0.1,0.05,0.5,0.7,20.05353219,16.23419861,119.0962665,13225
